"subject_id","vocab_id","vocab_label","fuzzymatch_score","process_time"
162584,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162585,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162586,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162587,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162588,"https://w3id.org/eusoilvoc#Rain","rain",89,"2026-06-25 12:54:23.243731+00"
162589,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162590,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162591,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162592,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162593,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162594,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162595,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162596,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162597,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162598,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162599,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162600,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162456,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162457,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162458,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162459,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162460,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162461,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162462,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162463,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162464,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162465,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162466,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162467,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162468,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162469,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162470,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162471,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162472,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162473,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162474,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162475,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162476,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162477,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162478,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162479,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162480,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162481,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162482,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162483,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162484,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162485,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162486,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162487,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162488,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162489,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162490,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162491,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162492,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162493,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162494,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162495,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162496,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162497,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162498,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162499,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162500,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162501,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162502,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162503,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162504,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162505,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162506,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162507,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162508,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162509,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162510,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162511,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162512,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162513,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162514,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162515,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162516,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162517,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162518,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162519,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162520,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162521,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162522,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162523,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162524,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162525,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162526,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162527,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162528,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162529,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162530,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162531,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162532,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162533,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162534,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162535,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162536,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162537,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162538,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162539,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162540,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162541,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162542,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163121,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163122,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163123,"https://w3id.org/eusoilvoc#PesticideUse","pesticide use",80,"2026-06-25 12:54:23.243731+00"
163124,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163125,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163126,"https://w3id.org/eusoilvoc#Microbes","microbes",88,"2026-06-25 12:54:23.243731+00"
163127,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163128,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163129,"https://w3id.org/eusoilvoc#SoilTillage","soil tillage",100,"2026-06-25 12:54:23.243731+00"
163130,"https://w3id.org/eusoilvoc#SoilCohesion","soil cohesion",100,"2026-06-25 12:54:23.243731+00"
163131,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163132,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163133,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163134,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163135,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163136,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163137,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163138,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163139,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163140,"https://w3id.org/eusoilvoc#SoilFunctions","soil functions",100,"2026-06-25 12:54:23.243731+00"
163141,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163142,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163143,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163144,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163145,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163146,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163147,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163148,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
163149,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162601,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162602,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162603,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162604,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162605,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162606,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162607,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162608,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162609,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162610,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162611,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162612,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162613,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162614,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162615,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162616,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162617,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162618,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162619,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162620,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162621,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162622,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162623,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162624,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162625,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162626,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162627,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162628,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162629,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162630,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162631,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162632,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162633,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162634,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162635,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162636,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162637,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162638,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162639,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162640,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162641,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162642,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162643,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162644,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162645,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162646,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162647,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162648,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162649,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162650,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162651,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162652,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162653,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162654,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162655,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162656,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162657,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162658,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162659,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162660,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162661,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162662,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162663,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162664,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162665,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162666,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162667,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162668,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162669,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162670,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162671,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162672,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162673,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162674,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162675,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162676,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162677,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162678,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162679,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162680,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162681,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162682,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162683,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162684,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162685,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162686,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162687,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162688,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162689,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162690,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162691,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162692,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162693,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162694,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162695,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162696,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162697,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162698,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162699,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162700,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162701,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162702,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162703,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162704,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162705,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162706,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162707,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162708,"https://w3id.org/eusoilvoc#AirPorosity","air porosity",80,"2026-06-25 12:54:23.243731+00"
162709,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162710,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162711,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162712,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162713,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162714,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162715,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162716,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162717,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162842,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162843,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162718,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162719,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162720,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162721,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162722,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162723,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162724,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162725,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162726,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162727,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162728,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162729,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162730,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162731,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162732,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162733,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162734,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162735,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162736,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162737,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162738,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162739,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162740,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162741,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162742,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162743,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162744,"https://w3id.org/eusoilvoc#Vegetation","vegetation",100,"2026-06-25 12:54:23.243731+00"
162745,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162746,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162747,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162748,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162749,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162750,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162751,"https://w3id.org/eusoilvoc#SoilMoisture","soil moisture",84,"2026-06-25 12:54:23.243731+00"
162752,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162753,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162754,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162755,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162756,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162757,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162758,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162759,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162760,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162761,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162762,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162763,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162764,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162765,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162766,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162767,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162768,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162769,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162770,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162771,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162772,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162773,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162774,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162775,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162776,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162777,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162778,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162779,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162780,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162781,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162782,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162783,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162784,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162785,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162786,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162787,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162788,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162789,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162790,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162791,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162792,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162793,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162794,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162795,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162796,"https://w3id.org/eusoilvoc#Vegetation","vegetation",100,"2026-06-25 12:54:23.243731+00"
162797,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162798,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162799,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162800,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162801,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162802,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162803,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162804,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162805,"https://w3id.org/eusoilvoc#Weather","weather",100,"2026-06-25 12:54:23.243731+00"
162806,"https://w3id.org/eusoilvoc#Filtration","filtration",80,"2026-06-25 12:54:23.243731+00"
162807,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162808,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162809,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162810,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162811,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162812,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162813,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162814,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162815,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162816,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162817,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162818,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162819,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162820,"https://w3id.org/eusoilvoc#SoilNutrientLoss","soil nutrient loss",85,"2026-06-25 12:54:23.243731+00"
162821,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162822,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162823,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162824,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162825,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162826,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162827,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162828,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162829,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162830,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162831,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162832,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162833,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162834,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162835,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162836,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162837,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162838,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162839,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162840,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162841,"https://w3id.org/eusoilvoc#EnvironmentalFactors","environmental factors",87,"2026-06-25 12:54:23.243731+00"
162844,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162845,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162846,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162847,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162848,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162849,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162850,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162851,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162852,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162853,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162854,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162855,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162856,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162857,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
162858,NULL,NULL,NULL,"2026-06-25 12:54:23.243731+00"
